NUTS 3 CODE,LAU CODE,LAU NAME NATIONAL,LAU NAME LATIN,CHANGE (Y/N),POPULATION,TOTAL AREA (km2),DEGURBA,DEG change compared to last year,COASTAL AREA (yes/no),COAST change compared to last year,CITY_ID,CITY_ID change compared to last year,CITY_NAME,GREATER_CITY_ID,GREATER_CITY_ID change compared to last year,GREATER_CITY_NAME,FUA_ID,FUA_ID change compared to last year,FUA_NAME
DE216,09173137,Münsing,Münsing,no,,,,,,,,,,,,,,,
DE216,09173140,Reichersbeuern,Reichersbeuern,no,,,,,,,,,,,,,,,
DE216,09173141,Sachsenkam,Sachsenkam,no,,,,,,,,,,,,,,,
DE216,09173142,Schlehdorf,Schlehdorf,no,,,,,,,,,,,,,,,
DE216,09173145,Wackersberg,Wackersberg,no,,,,,,,,,,,,,,,
DE216,09173147,"Wolfratshausen, St","Wolfratshausen, St",no,,,,,,,,,,,,,,,
DE216,09173444,Gdefr. Geb. (Lkr Bad Tölz-Wolfratshausen),Gdefr. Geb. (Lkr Bad Tölz-Wolfratshausen),no,,,,,,,,,,,,,,,
DE217,09174111,"Altomünster, M","Altomünster, M",no,,,,,,,,,,,,,,,
DE217,09174113,Bergkirchen,Bergkirchen,no,,,,,,,,,,,,,,,
DE217,09174115,"Dachau, GKSt","Dachau, GKSt",no,,,,,,,,,,,,,,,
DE217,09174118,Erdweg,Erdweg,no,,,,,,,,,,,,,,,
DE217,09174121,Haimhausen,Haimhausen,no,,,,,,,,,,,,,,,
DE217,09174122,Hebertshausen,Hebertshausen,no,,,,,,,,,,,,,,,
DE217,09174126,Karlsfeld,Karlsfeld,no,,,,,,,,,,,,,,,
DE217,09174131,"Markt Indersdorf, M","Markt Indersdorf, M",no,,,,,,,,,,,,,,,
DE217,09174135,Odelzhausen,Odelzhausen,no,,,,,,,,,,,,,,,
DE217,09174136,Petershausen,Petershausen,no,,,,,,,,,,,,,,,
DE217,09174137,Pfaffenhofen a.d.Glonn,Pfaffenhofen a.d.Glonn,no,,,,,,,,,,,,,,,
DE217,09174141,Röhrmoos,Röhrmoos,no,,,,,,,,,,,,,,,
DE217,09174143,Schwabhausen,Schwabhausen,no,,,,,,,,,,,,,,,
DE217,09174146,Sulzemoos,Sulzemoos,no,,,,,,,,,,,,,,,
DE217,09174147,Hilgertshausen-Tandern,Hilgertshausen-Tandern,no,,,,,,,,,,,,,,,
DE217,09174150,Vierkirchen,Vierkirchen,no,,,,,,,,,,,,,,,
DE217,09174151,Weichs,Weichs,no,,,,,,,,,,,,,,,
DE218,09175111,Anzing,Anzing,no,,,,,,,,,,,,,,,
DE218,09175112,Aßling,Aßling,no,,,,,,,,,,,,,,,
DE218,09175113,Baiern,Baiern,no,,,,,,,,,,,,,,,
DE218,09175114,Bruck,Bruck,no,,,,,,,,,,,,,,,
DE218,09175115,"Ebersberg, St","Ebersberg, St",no,,,,,,,,,,,,,,,
DE218,09175116,Egmating,Egmating,no,,,,,,,,,,,,,,,
DE218,09175118,Forstinning,Forstinning,no,,,,,,,,,,,,,,,
DE218,09175119,Frauenneuharting,Frauenneuharting,no,,,,,,,,,,,,,,,
DE218,09175121,"Glonn, M","Glonn, M",no,,,,,,,,,,,,,,,
DE218,09175122,"Grafing b.München, St","Grafing b.München, St",no,,,,,,,,,,,,,,,
DE218,09175123,Hohenlinden,Hohenlinden,no,,,,,,,,,,,,,,,
DE218,09175124,"Kirchseeon, M","Kirchseeon, M",no,,,,,,,,,,,,,,,
DE218,09175127,"Markt Schwaben, M","Markt Schwaben, M",no,,,,,,,,,,,,,,,
DE218,09175128,Moosach,Moosach,no,,,,,,,,,,,,,,,
DE218,09175131,Oberpframmern,Oberpframmern,no,,,,,,,,,,,,,,,
DE218,09175132,Vaterstetten,Vaterstetten,no,,,,,,,,,,,,,,,
DE218,09175133,Pliening,Pliening,no,,,,,,,,,,,,,,,
DE218,09175135,Poing,Poing,no,,,,,,,,,,,,,,,
DE218,09175136,Emmering,Emmering,no,,,,,,,,,,,,,,,
DE218,09175137,Steinhöring,Steinhöring,no,,,,,,,,,,,,,,,
DE218,09175139,Zorneding,Zorneding,no,,,,,,,,,,,,,,,
DE218,09175444,Gdefr. Geb. (Lkr Ebersberg),Gdefr. Geb. (Lkr Ebersberg),no,,,,,,,,,,,,,,,
DE219,09176111,Adelschlag,Adelschlag,no,,,,,,,,,,,,,,,
DE219,09176112,"Altmannstein, M","Altmannstein, M",no,,,,,,,,,,,,,,,
DE219,09176114,"Beilngries, St","Beilngries, St",no,,,,,,,,,,,,,,,
DE219,09176116,Böhmfeld,Böhmfeld,no,,,,,,,,,,,,,,,
DE219,09176118,Buxheim,Buxheim,no,,,,,,,,,,,,,,,
DE219,09176120,Denkendorf,Denkendorf,no,,,,,,,,,,,,,,,
DE219,09176121,"Dollnstein, M","Dollnstein, M",no,,,,,,,,,,,,,,,
DE219,09176122,Egweil,Egweil,no,,,,,,,,,,,,,,,
DE219,09176123,"Eichstätt, GKSt","Eichstätt, GKSt",no,,,,,,,,,,,,,,,
DE219,09176124,Eitensheim,Eitensheim,no,,,,,,,,,,,,,,,
DE219,09176126,"Gaimersheim, M","Gaimersheim, M",no,,,,,,,,,,,,,,,
DE219,09176129,Großmehring,Großmehring,no,,,,,,,,,,,,,,,
DE219,09176131,Hepberg,Hepberg,no,,,,,,,,,,,,,,,
DE219,09176132,Hitzhofen,Hitzhofen,no,,,,,,,,,,,,,,,
DE219,09176137,"Kinding, M","Kinding, M",no,,,,,,,,,,,,,,,
DE219,09176138,"Kipfenberg, M","Kipfenberg, M",no,,,,,,,,,,,,,,,
DE219,09176139,"Kösching, M","Kösching, M",no,,,,,,,,,,,,,,,
DE219,09176143,Lenting,Lenting,no,,,,,,,,,,,,,,,
DE219,09176147,Mindelstetten,Mindelstetten,no,,,,,,,,,,,,,,,
DE219,09176148,"Mörnsheim, M","Mörnsheim, M",no,,,,,,,,,,,,,,,
DE219,09176149,"Nassenfels, M","Nassenfels, M",no,,,,,,,,,,,,,,,
DE219,09176150,Oberdolling,Oberdolling,no,,,,,,,,,,,,,,,
DE219,09176153,"Pförring, M","Pförring, M",no,,,,,,,,,,,,,,,
DE219,09176155,Pollenfeld,Pollenfeld,no,,,,,,,,,,,,,,,
DE219,09176160,Schernfeld,Schernfeld,no,,,,,,,,,,,,,,,
DE219,09176161,Stammham,Stammham,no,,,,,,,,,,,,,,,
DE219,09176164,"Titting, M","Titting, M",no,,,,,,,,,,,,,,,
DE219,09176165,Walting,Walting,no,,,,,,,,,,,,,,,
DE219,09176166,"Wellheim, M","Wellheim, M",no,,,,,,,,,,,,,,,
DE219,09176167,Wettstetten,Wettstetten,no,,,,,,,,,,,,,,,
DE219,09176444,Gdefr. Geb. (Lkr Eichstätt),Gdefr. Geb. (Lkr Eichstätt),no,,,,,,,,,,,,,,,
DE21A,09177112,Berglern,Berglern,no,,,,,,,,,,,,,,,
DE21A,09177113,Bockhorn,Bockhorn,no,,,,,,,,,,,,,,,
DE21A,09177114,Buch a.Buchrain,Buch a.Buchrain,no,,,,,,,,,,,,,,,
DE21A,09177115,"Dorfen, St","Dorfen, St",no,,,,,,,,,,,,,,,
DE21A,09177116,Eitting,Eitting,no,,,,,,,,,,,,,,,
DE21A,09177117,"Erding, GKSt","Erding, GKSt",no,,,,,,,,,,,,,,,
DE21A,09177118,Finsing,Finsing,no,,,,,,,,,,,,,,,
DE21A,09177119,Forstern,Forstern,no,,,,,,,,,,,,,,,
DE21A,09177120,Fraunberg,Fraunberg,no,,,,,,,,,,,,,,,
DE21A,09177121,Hohenpolding,Hohenpolding,no,,,,,,,,,,,,,,,
DE21A,09177122,Inning a.Holz,Inning a.Holz,no,,,,,,,,,,,,,,,
DE21A,09177123,"Isen, M","Isen, M",no,,,,,,,,,,,,,,,
DE21A,09177124,Kirchberg,Kirchberg,no,,,,,,,,,,,,,,,
DE21A,09177126,Langenpreising,Langenpreising,no,,,,,,,,,,,,,,,
DE21A,09177127,Lengdorf,Lengdorf,no,,,,,,,,,,,,,,,
DE21A,09177130,Moosinning,Moosinning,no,,,,,,,,,,,,,,,
DE21A,09177131,Neuching,Neuching,no,,,,,,,,,,,,,,,
DE21A,09177133,Oberding,Oberding,no,,,,,,,,,,,,,,,
DE21A,09177134,Ottenhofen,Ottenhofen,no,,,,,,,,,,,,,,,
DE21A,09177135,Pastetten,Pastetten,no,,,,,,,,,,,,,,,
DE21A,09177137,Sankt Wolfgang,Sankt Wolfgang,no,,,,,,,,,,,,,,,
DE21A,09177138,Steinkirchen,Steinkirchen,no,,,,,,,,,,,,,,,
DE21A,09177139,Taufkirchen (Vils),Taufkirchen (Vils),no,,,,,,,,,,,,,,,
DE21A,09177142,Walpertskirchen,Walpertskirchen,no,,,,,,,,,,,,,,,
DE21A,09177143,"Wartenberg, M","Wartenberg, M",no,,,,,,,,,,,,,,,
DE21A,09177144,Wörth,Wörth,no,,,,,,,,,,,,,,,
DE21B,09178113,Allershausen,Allershausen,no,,,,,,,,,,,,,,,
DE21B,09178115,Attenkirchen,Attenkirchen,no,,,,,,,,,,,,,,,
DE21B,09178116,"Au i.d.Hallertau, M","Au i.d.Hallertau, M",no,,,,,,,,,,,,,,,
DE21B,09178120,Eching,Eching,no,,,,,,,,,,,,,,,
DE21B,09178122,Rudelzhausen,Rudelzhausen,no,,,,,,,,,,,,,,,
DE21B,09178123,Fahrenzhausen,Fahrenzhausen,no,,,,,,,,,,,,,,,
DE21B,09178124,"Freising, GKSt","Freising, GKSt",no,,,,,,,,,,,,,,,
DE21B,09178125,Gammelsdorf,Gammelsdorf,no,,,,,,,,,,,,,,,
DE21B,09178129,Haag a.d.Amper,Haag a.d.Amper,no,,,,,,,,,,,,,,,
DE21B,09178130,Hallbergmoos,Hallbergmoos,no,,,,,,,,,,,,,,,
DE21B,09178132,Hörgertshausen,Hörgertshausen,no,,,,,,,,,,,,,,,
DE21B,09178133,Hohenkammer,Hohenkammer,no,,,,,,,,,,,,,,,
DE21B,09178136,Kirchdorf a.d.Amper,Kirchdorf a.d.Amper,no,,,,,,,,,,,,,,,
DE21B,09178137,Kranzberg,Kranzberg,no,,,,,,,,,,,,,,,
DE21B,09178138,Langenbach,Langenbach,no,,,,,,,,,,,,,,,
DE21B,09178140,Marzling,Marzling,no,,,,,,,,,,,,,,,
DE21B,09178142,Mauern,Mauern,no,,,,,,,,,,,,,,,
DE21B,09178143,"Moosburg a.d.Isar, St","Moosburg a.d.Isar, St",no,,,,,,,,,,,,,,,
DE21B,09178144,"Nandlstadt, M","Nandlstadt, M",no,,,,,,,,,,,,,,,
DE21B,09178145,Neufahrn b.Freising,Neufahrn b.Freising,no,,,,,,,,,,,,,,,
DE21B,09178150,Paunzhausen,Paunzhausen,no,,,,,,,,,,,,,,,
DE21B,09178155,Wang,Wang,no,,,,,,,,,,,,,,,
DE21B,09178156,Wolfersdorf,Wolfersdorf,no,,,,,,,,,,,,,,,
DE21B,09178157,Zolling,Zolling,no,,,,,,,,,,,,,,,
DE21C,09179111,Adelshofen,Adelshofen,no,,,,,,,,,,,,,,,
DE21C,09179113,Alling,Alling,no,,,,,,,,,,,,,,,
DE21C,09179114,Althegnenberg,Althegnenberg,no,,,,,,,,,,,,,,,
DE21C,09179117,Egenhofen,Egenhofen,no,,,,,,,,,,,,,,,
DE21C,09179118,Eichenau,Eichenau,no,,,,,,,,,,,,,,,
DE21C,09179119,Emmering,Emmering,no,,,,,,,,,,,,,,,
DE21C,09179121,"Fürstenfeldbruck, GKSt","Fürstenfeldbruck, GKSt",no,,,,,,,,,,,,,,,
DE21C,09179123,"Germering, GKSt","Germering, GKSt",no,,,,,,,,,,,,,,,
DE21C,09179125,Grafrath,Grafrath,no,,,,,,,,,,,,,,,
DE21C,09179126,Gröbenzell,Gröbenzell,no,,,,,,,,,,,,,,,
DE21C,09179128,Hattenhofen,Hattenhofen,no,,,,,,,,,,,,,,,
DE21C,09179130,Jesenwang,Jesenwang,no,,,,,,,,,,,,,,,
DE21C,09179131,Kottgeisering,Kottgeisering,no,,,,,,,,,,,,,,,
DE21C,09179132,Landsberied,Landsberied,no,,,,,,,,,,,,,,,
DE21C,09179134,Maisach,Maisach,no,,,,,,,,,,,,,,,
DE21C,09179136,Mammendorf,Mammendorf,no,,,,,,,,,,,,,,,
DE21C,09179137,Mittelstetten,Mittelstetten,no,,,,,,,,,,,,,,,
DE21C,09179138,Moorenweis,Moorenweis,no,,,,,,,,,,,,,,,
DE21C,09179140,Oberschweinbach,Oberschweinbach,no,,,,,,,,,,,,,,,
DE21C,09179142,"Olching, St","Olching, St",no,,,,,,,,,,,,,,,
DE21C,09179145,"Puchheim, St","Puchheim, St",no,,,,,,,,,,,,,,,
DE21C,09179147,Schöngeising,Schöngeising,no,,,,,,,,,,,,,,,
DE21C,09179149,Türkenfeld,Türkenfeld,no,,,,,,,,,,,,,,,
DE21D,09180112,Bad Kohlgrub,Bad Kohlgrub,no,,,,,,,,,,,,,,,
DE21D,09180113,Bad Bayersoien,Bad Bayersoien,no,,,,,,,,,,,,,,,
DE21D,09180114,Eschenlohe,Eschenlohe,no,,,,,,,,,,,,,,,
DE21D,09180115,Ettal,Ettal,no,,,,,,,,,,,,,,,
DE21D,09180116,Farchant,Farchant,no,,,,,,,,,,,,,,,
DE21D,09180117,"Garmisch-Partenkirchen, M","Garmisch-Partenkirchen, M",no,,,,,,,,,,,,,,,
DE21D,09180118,Grainau,Grainau,no,,,,,,,,,,,,,,,
DE21D,09180119,Großweil,Großweil,no,,,,,,,,,,,,,,,
DE21D,09180122,Krün,Krün,no,,,,,,,,,,,,,,,
DE21D,09180123,"Mittenwald, M","Mittenwald, M",no,,,,,,,,,,,,,,,
DE21D,09180124,"Murnau a.Staffelsee, M","Murnau a.Staffelsee, M",no,,,,,,,,,,,,,,,
DE21D,09180125,Oberammergau,Oberammergau,no,,,,,,,,,,,,,,,
DE21D,09180126,Oberau,Oberau,no,,,,,,,,,,,,,,,
DE21D,09180127,Ohlstadt,Ohlstadt,no,,,,,,,,,,,,,,,
DE21D,09180128,Riegsee,Riegsee,no,,,,,,,,,,,,,,,
DE21D,09180129,Saulgrub,Saulgrub,no,,,,,,,,,,,,,,,
DE21D,09180131,Schwaigen,Schwaigen,no,,,,,,,,,,,,,,,
DE21D,09180132,Seehausen a.Staffelsee,Seehausen a.Staffelsee,no,,,,,,,,,,,,,,,
DE21D,09180133,Spatzenhausen,Spatzenhausen,no,,,,,,,,,,,,,,,
DE21D,09180134,Uffing a.Staffelsee,Uffing a.Staffelsee,no,,,,,,,,,,,,,,,
DE21D,09180135,Unterammergau,Unterammergau,no,,,,,,,,,,,,,,,
DE21D,09180136,Wallgau,Wallgau,no,,,,,,,,,,,,,,,
DE21D,09180444,Gdefr. Geb. (Lkr Garmisch-Partenkirchen),Gdefr. Geb. (Lkr Garmisch-Partenkirchen),no,,,,,,,,,,,,,,,
DE21E,09181111,Apfeldorf,Apfeldorf,no,,,,,,,,,,,,,,,
DE21E,09181113,Denklingen,Denklingen,no,,,,,,,,,,,,,,,
DE21E,09181114,"Dießen am Ammersee, M","Dießen am Ammersee, M",no,,,,,,,,,,,,,,,
DE21E,09181115,Eching am Ammersee,Eching am Ammersee,no,,,,,,,,,,,,,,,
DE21E,09181116,Egling a.d.Paar,Egling a.d.Paar,no,,,,,,,,,,,,,,,
DE21E,09181118,Eresing,Eresing,no,,,,,,,,,,,,,,,
DE21E,09181120,Finning,Finning,no,,,,,,,,,,,,,,,
DE21E,09181121,Fuchstal,Fuchstal,no,,,,,,,,,,,,,,,
DE21E,09181122,Geltendorf,Geltendorf,no,,,,,,,,,,,,,,,
DE21E,09181123,Greifenberg,Greifenberg,no,,,,,,,,,,,,,,,
DE21E,09181124,Hofstetten,Hofstetten,no,,,,,,,,,,,,,,,
DE21E,09181126,Hurlach,Hurlach,no,,,,,,,,,,,,,,,
DE21E,09181127,Igling,Igling,no,,,,,,,,,,,,,,,
DE21E,09181128,"Kaufering, M","Kaufering, M",no,,,,,,,,,,,,,,,
DE21E,09181129,Kinsau,Kinsau,no,,,,,,,,,,,,,,,
DE21E,09181130,"Landsberg am Lech, GKSt","Landsberg am Lech, GKSt",no,,,,,,,,,,,,,,,
DE21E,09181131,Obermeitingen,Obermeitingen,no,,,,,,,,,,,,,,,
DE21E,09181132,Penzing,Penzing,no,,,,,,,,,,,,,,,
DE21E,09181133,Vilgertshofen,Vilgertshofen,no,,,,,,,,,,,,,,,
DE21E,09181134,Prittriching,Prittriching,no,,,,,,,,,,,,,,,
DE21E,09181135,Reichling,Reichling,no,,,,,,,,,,,,,,,
DE21E,09181137,Rott,Rott,no,,,,,,,,,,,,,,,
DE21E,09181138,Scheuring,Scheuring,no,,,,,,,,,,,,,,,
DE21E,09181139,Schondorf am Ammersee,Schondorf am Ammersee,no,,,,,,,,,,,,,,,
DE21E,09181140,Schwifting,Schwifting,no,,,,,,,,,,,,,,,
DE21E,09181141,Pürgen,Pürgen,no,,,,,,,,,,,,,,,
DE21E,09181142,Thaining,Thaining,no,,,,,,,,,,,,,,,
DE21E,09181143,Unterdießen,Unterdießen,no,,,,,,,,,,,,,,,
DE21E,09181144,Utting am Ammersee,Utting am Ammersee,no,,,,,,,,,,,,,,,
DE21E,09181145,Weil,Weil,no,,,,,,,,,,,,,,,
DE21E,09181146,Windach,Windach,no,,,,,,,,,,,,,,,
DE21E,09181444,Gdefr. Geb. (Lkr Landsberg am Lech),Gdefr. Geb. (Lkr Landsberg am Lech),no,,,,,,,,,,,,,,,
DE21F,09182111,Bad Wiessee,Bad Wiessee,no,,,,,,,,,,,,,,,
DE21F,09182112,Bayrischzell,Bayrischzell,no,,,,,,,,,,,,,,,
DE21F,09182114,Fischbachau,Fischbachau,no,,,,,,,,,,,,,,,
DE21F,09182116,Gmund a.Tegernsee,Gmund a.Tegernsee,no,,,,,,,,,,,,,,,
DE21F,09182119,Hausham,Hausham,no,,,,,,,,,,,,,,,
DE21F,09182120,"Holzkirchen, M","Holzkirchen, M",no,,,,,,,,,,,,,,,
DE21F,09182123,Irschenberg,Irschenberg,no,,,,,,,,,,,,,,,
DE21F,09182124,Kreuth,Kreuth,no,,,,,,,,,,,,,,,
DE21F,09182125,"Miesbach, St","Miesbach, St",no,,,,,,,,,,,,,,,
DE21F,09182127,Otterfing,Otterfing,no,,,,,,,,,,,,,,,
DE21F,09182129,Rottach-Egern,Rottach-Egern,no,,,,,,,,,,,,,,,
DE21F,09182131,"Schliersee, M","Schliersee, M",no,,,,,,,,,,,,,,,
DE21F,09182132,"Tegernsee, St","Tegernsee, St",no,,,,,,,,,,,,,,,
DE21F,09182133,Valley,Valley,no,,,,,,,,,,,,,,,
DE21F,09182134,Waakirchen,Waakirchen,no,,,,,,,,,,,,,,,
DE21F,09182136,Warngau,Warngau,no,,,,,,,,,,,,,,,
DE21F,09182137,Weyarn,Weyarn,no,,,,,,,,,,,,,,,
DE21G,09183112,Ampfing,Ampfing,no,,,,,,,,,,,,,,,
DE21G,09183113,Aschau a.Inn,Aschau a.Inn,no,,,,,,,,,,,,,,,
DE21G,09183114,"Buchbach, M","Buchbach, M",no,,,,,,,,,,,,,,,
DE21G,09183115,Egglkofen,Egglkofen,no,,,,,,,,,,,,,,,
DE21G,09183116,Erharting,Erharting,no,,,,,,,,,,,,,,,
DE21G,09183118,"Gars a.Inn, M","Gars a.Inn, M",no,,,,,,,,,,,,,,,
DE21G,09183119,"Haag i.OB, M","Haag i.OB, M",no,,,,,,,,,,,,,,,
DE21G,09183120,Heldenstein,Heldenstein,no,,,,,,,,,,,,,,,
DE21G,09183122,Jettenbach,Jettenbach,no,,,,,,,,,,,,,,,
DE21G,09183123,Kirchdorf,Kirchdorf,no,,,,,,,,,,,,,,,
DE21G,09183124,"Kraiburg a.Inn, M","Kraiburg a.Inn, M",no,,,,,,,,,,,,,,,
DE21G,09183125,Lohkirchen,Lohkirchen,no,,,,,,,,,,,,,,,
DE21G,09183126,Maitenbeth,Maitenbeth,no,,,,,,,,,,,,,,,
DE21G,09183127,Mettenheim,Mettenheim,no,,,,,,,,,,,,,,,
DE21G,09183128,"Mühldorf a.Inn, St","Mühldorf a.Inn, St",no,,,,,,,,,,,,,,,
DE21G,09183129,"Neumarkt-Sankt Veit, St","Neumarkt-Sankt Veit, St",no,,,,,,,,,,,,,,,
DE21G,09183130,Niederbergkirchen,Niederbergkirchen,no,,,,,,,,,,,,,,,
DE21G,09183131,Niedertaufkirchen,Niedertaufkirchen,no,,,,,,,,,,,,,,,
DE21G,09183132,Oberbergkirchen,Oberbergkirchen,no,,,,,,,,,,,,,,,
DE21G,09183134,Oberneukirchen,Oberneukirchen,no,,,,,,,,,,,,,,,
DE21G,09183135,Obertaufkirchen,Obertaufkirchen,no,,,,,,,,,,,,,,,
DE21G,09183136,Polling,Polling,no,,,,,,,,,,,,,,,
DE21G,09183138,Rattenkirchen,Rattenkirchen,no,,,,,,,,,,,,,,,
DE21G,09183139,Rechtmehring,Rechtmehring,no,,,,,,,,,,,,,,,
DE21G,09183140,Reichertsheim,Reichertsheim,no,,,,,,,,,,,,,,,
DE21G,09183143,Schönberg,Schönberg,no,,,,,,,,,,,,,,,
DE21G,09183144,Schwindegg,Schwindegg,no,,,,,,,,,,,,,,,
DE21G,09183145,Taufkirchen,Taufkirchen,no,,,,,,,,,,,,,,,
DE21G,09183147,Unterreit,Unterreit,no,,,,,,,,,,,,,,,
DE21G,09183148,"Waldkraiburg, St","Waldkraiburg, St",no,,,,,,,,,,,,,,,
DE21G,09183151,Zangberg,Zangberg,no,,,,,,,,,,,,,,,
DE21G,09183444,Gdefr. Geb. (Lkr Mühldorf a.Inn),Gdefr. Geb. (Lkr Mühldorf a.Inn),no,,,,,,,,,,,,,,,
DE21H,09184112,Aschheim,Aschheim,no,,,,,,,,,,,,,,,
DE21H,09184113,Baierbrunn,Baierbrunn,no,,,,,,,,,,,,,,,
DE21H,09184114,Brunnthal,Brunnthal,no,,,,,,,,,,,,,,,
DE21H,09184118,Feldkirchen,Feldkirchen,no,,,,,,,,,,,,,,,
DE21H,09184119,"Garching b.München, St","Garching b.München, St",no,,,,,,,,,,,,,,,
DE21H,09184120,Gräfelfing,Gräfelfing,no,,,,,,,,,,,,,,,
DE21H,09184121,Grasbrunn,Grasbrunn,no,,,,,,,,,,,,,,,
DE21H,09184122,Grünwald,Grünwald,no,,,,,,,,,,,,,,,
DE21H,09184123,Haar,Haar,no,,,,,,,,,,,,,,,
DE21H,09184127,Höhenkirchen-Siegertsbrunn,Höhenkirchen-Siegertsbrunn,no,,,,,,,,,,,,,,,
DE21H,09184129,Hohenbrunn,Hohenbrunn,no,,,,,,,,,,,,,,,
DE21H,09184130,Ismaning,Ismaning,no,,,,,,,,,,,,,,,
DE21H,09184131,Kirchheim b.München,Kirchheim b.München,no,,,,,,,,,,,,,,,
DE21H,09184132,Neuried,Neuried,no,,,,,,,,,,,,,,,
DE21H,09184134,Oberhaching,Oberhaching,no,,,,,,,,,,,,,,,
DE21H,09184135,Oberschleißheim,Oberschleißheim,no,,,,,,,,,,,,,,,
DE21H,09184136,Ottobrunn,Ottobrunn,no,,,,,,,,,,,,,,,
DE21H,09184137,Aying,Aying,no,,,,,,,,,,,,,,,
DE21H,09184138,Planegg,Planegg,no,,,,,,,,,,,,,,,
DE21H,09184139,Pullach i.Isartal,Pullach i.Isartal,no,,,,,,,,,,,,,,,
DE21H,09184140,Putzbrunn,Putzbrunn,no,,,,,,,,,,,,,,,
DE21H,09184141,Sauerlach,Sauerlach,no,,,,,,,,,,,,,,,
DE21H,09184142,Schäftlarn,Schäftlarn,no,,,,,,,,,,,,,,,
DE21H,09184144,Straßlach-Dingharting,Straßlach-Dingharting,no,,,,,,,,,,,,,,,
DE21H,09184145,Taufkirchen,Taufkirchen,no,,,,,,,,,,,,,,,
DE21H,09184146,Neubiberg,Neubiberg,no,,,,,,,,,,,,,,,
DE21H,09184147,Unterföhring,Unterföhring,no,,,,,,,,,,,,,,,
DE21H,09184148,Unterhaching,Unterhaching,no,,,,,,,,,,,,,,,
DE21H,09184149,"Unterschleißheim, St","Unterschleißheim, St",no,,,,,,,,,,,,,,,
DE21H,09184444,Gdefr. Geb. (Lkr München),Gdefr. Geb. (Lkr München),no,,,,,,,,,,,,,,,
DE21I,09185113,Aresing,Aresing,no,,,,,,,,,,,,,,,
DE21I,09185116,Berg im Gau,Berg im Gau,no,,,,,,,,,,,,,,,
DE21I,09185118,Bergheim,Bergheim,no,,,,,,,,,,,,,,,
DE21I,09185123,Brunnen,Brunnen,no,,,,,,,,,,,,,,,
DE21I,09185125,"Burgheim, M","Burgheim, M",no,,,,,,,,,,,,,,,
DE21I,09185127,Ehekirchen,Ehekirchen,no,,,,,,,,,,,,,,,
DE21I,09185131,Gachenbach,Gachenbach,no,,,,,,,,,,,,,,,
DE21I,09185139,Karlshuld,Karlshuld,no,,,,,,,,,,,,,,,
DE21I,09185140,Karlskron,Karlskron,no,,,,,,,,,,,,,,,
DE21I,09185143,Langenmosen,Langenmosen,no,,,,,,,,,,,,,,,
DE21I,09185149,"Neuburg a.d.Donau, GKSt","Neuburg a.d.Donau, GKSt",no,,,,,,,,,,,,,,,
DE21I,09185150,Oberhausen,Oberhausen,no,,,,,,,,,,,,,,,
DE21I,09185153,"Rennertshofen, M","Rennertshofen, M",no,,,,,,,,,,,,,,,
DE21I,09185157,Rohrenfels,Rohrenfels,no,,,,,,,,,,,,,,,
DE21I,09185158,"Schrobenhausen, St","Schrobenhausen, St",no,,,,,,,,,,,,,,,
DE21I,09185163,Königsmoos,Königsmoos,no,,,,,,,,,,,,,,,
DE21I,09185166,Waidhofen,Waidhofen,no,,,,,,,,,,,,,,,
DE21I,09185168,Weichering,Weichering,no,,,,,,,,,,,,,,,
DE21J,09186113,Baar-Ebenhausen,Baar-Ebenhausen,no,,,,,,,,,,,,,,,
DE21J,09186116,Ernsgaden,Ernsgaden,no,,,,,,,,,,,,,,,
DE21J,09186122,"Geisenfeld, St","Geisenfeld, St",no,,,,,,,,,,,,,,,
DE21J,09186125,Gerolsbach,Gerolsbach,no,,,,,,,,,,,,,,,
DE21J,09186126,Hettenshausen,Hettenshausen,no,,,,,,,,,,,,,,,
DE21J,09186128,"Hohenwart, M","Hohenwart, M",no,,,,,,,,,,,,,,,
DE21J,09186130,Ilmmünster,Ilmmünster,no,,,,,,,,,,,,,,,
DE21J,09186132,Jetzendorf,Jetzendorf,no,,,,,,,,,,,,,,,
DE21J,09186137,"Manching, M","Manching, M",no,,,,,,,,,,,,,,,
DE21J,09186139,Münchsmünster,Münchsmünster,no,,,,,,,,,,,,,,,
DE21J,09186143,"Pfaffenhofen a.d.Ilm, St","Pfaffenhofen a.d.Ilm, St",no,,,,,,,,,,,,,,,
DE21J,09186144,Pörnbach,Pörnbach,no,,,,,,,,,,,,,,,
DE21J,09186146,Reichertshausen,Reichertshausen,no,,,,,,,,,,,,,,,
DE21J,09186147,"Reichertshofen, M","Reichertshofen, M",no,,,,,,,,,,,,,,,
DE21J,09186149,Rohrbach,Rohrbach,no,,,,,,,,,,,,,,,
DE21J,09186151,Scheyern,Scheyern,no,,,,,,,,,,,,,,,
DE21J,09186152,Schweitenkirchen,Schweitenkirchen,no,,,,,,,,,,,,,,,
DE21J,09186158,"Vohburg a.d.Donau, St","Vohburg a.d.Donau, St",no,,,,,,,,,,,,,,,
DE21J,09186162,"Wolnzach, M","Wolnzach, M",no,,,,,,,,,,,,,,,
DE21K,09187113,Amerang,Amerang,no,,,,,,,,,,,,,,,
DE21K,09187114,Aschau i.Chiemgau,Aschau i.Chiemgau,no,,,,,,,,,,,,,,,
DE21K,09187116,Babensham,Babensham,no,,,,,,,,,,,,,,,
